order_id,order_date,order_customer_id,order_status
191,2013-07-26 00:00:00.0,16,CLOSED
192,2013-07-26 00:00:00.0,5293,PROCESSING
193,2013-07-26 00:00:00.0,6174,PROCESSING
194,2013-07-26 00:00:00.0,2550,PENDING_PAYMENT
195,2013-07-26 00:00:00.0,12096,PROCESSING
196,2013-07-26 00:00:00.0,2765,PROCESSING
197,2013-07-26 00:00:00.0,6370,PROCESSING
198,2013-07-26 00:00:00.0,7436,PENDING_PAYMENT
199,2013-07-26 00:00:00.0,4608,ON_HOLD
200,2013-07-26 00:00:00.0,11116,PAYMENT_REVIEW
