order_id,order_date,order_customer_id,order_status
386,2013-07-27 00:00:00.0,3568,PENDING
387,2013-07-27 00:00:00.0,7193,CLOSED
388,2013-07-27 00:00:00.0,2790,COMPLETE
389,2013-07-27 00:00:00.0,4435,COMPLETE
390,2013-07-27 00:00:00.0,5590,PENDING
391,2013-07-27 00:00:00.0,5816,PENDING_PAYMENT
392,2013-07-27 00:00:00.0,3238,PENDING
393,2013-07-27 00:00:00.0,1047,CLOSED
394,2013-07-27 00:00:00.0,76,PENDING_PAYMENT
395,2013-07-27 00:00:00.0,3934,COMPLETE
396,2013-07-27 00:00:00.0,9078,PAYMENT_REVIEW
397,2013-07-27 00:00:00.0,4476,CLOSED
398,2013-07-27 00:00:00.0,1365,ON_HOLD
399,2013-07-27 00:00:00.0,1473,PROCESSING
400,2013-07-27 00:00:00.0,5626,PENDING
391,2013-07-27 00:00:00.0,5816,PENDING_PAYMENT
392,2013-07-27 00:00:00.0,3238,PENDING
393,2013-07-27 00:00:00.0,1047,CLOSED
394,2013-07-27 00:00:00.0,76,PENDING_PAYMENT
395,2013-07-27 00:00:00.0,3934,COMPLETE
396,2013-07-27 00:00:00.0,9078,PAYMENT_REVIEW
397,2013-07-27 00:00:00.0,4476,CLOSED
398,2013-07-27 00:00:00.0,1365,ON_HOLD
399,2013-07-27 00:00:00.0,1473,PROCESSING
400,2013-07-27 00:00:00.0,5626,PENDING
