order_id,order_date,order_customer_id,order_status
274,2013-07-26 00:00:00.0,3365,PENDING
275,2013-07-26 00:00:00.0,10942,PENDING_PAYMENT
276,2013-07-26 00:00:00.0,2221,PENDING_PAYMENT
277,2013-07-26 00:00:00.0,3732,PENDING
278,2013-07-26 00:00:00.0,488,PAYMENT_REVIEW
279,2013-07-26 00:00:00.0,10372,COMPLETE
280,2013-07-26 00:00:00.0,11836,PENDING
281,2013-07-26 00:00:00.0,827,PENDING_PAYMENT
282,2013-07-26 00:00:00.0,3551,PENDING_PAYMENT
283,2013-07-26 00:00:00.0,11466,COMPLETE
284,2013-07-26 00:00:00.0,861,PROCESSING
285,2013-07-26 00:00:00.0,5011,CLOSED
286,2013-07-26 00:00:00.0,9824,ON_HOLD
287,2013-07-26 00:00:00.0,8122,COMPLETE
288,2013-07-26 00:00:00.0,8667,COMPLETE
289,2013-07-26 00:00:00.0,1195,PENDING_PAYMENT
290,2013-07-26 00:00:00.0,6446,COMPLETE
291,2013-07-26 00:00:00.0,5506,PROCESSING
292,2013-07-26 00:00:00.0,11971,PENDING_PAYMENT
293,2013-07-26 00:00:00.0,4731,PROCESSING
294,2013-07-26 00:00:00.0,11394,CLOSED
295,2013-07-26 00:00:00.0,1937,PENDING
296,2013-07-26 00:00:00.0,6665,COMPLETE
297,2013-07-26 00:00:00.0,2281,PENDING
298,2013-07-26 00:00:00.0,4967,COMPLETE
299,2013-07-26 00:00:00.0,9202,PENDING_PAYMENT
300,2013-07-26 00:00:00.0,11326,CLOSED
291,2013-07-26 00:00:00.0,5506,PROCESSING
292,2013-07-26 00:00:00.0,11971,PENDING_PAYMENT
293,2013-07-26 00:00:00.0,4731,PROCESSING
294,2013-07-26 00:00:00.0,11394,CLOSED
295,2013-07-26 00:00:00.0,1937,PENDING
296,2013-07-26 00:00:00.0,6665,COMPLETE
297,2013-07-26 00:00:00.0,2281,PENDING
298,2013-07-26 00:00:00.0,4967,COMPLETE
299,2013-07-26 00:00:00.0,9202,PENDING_PAYMENT
300,2013-07-26 00:00:00.0,11326,CLOSED
